epoch,loss,lr,mae,mape,val_loss,val_mae,val_mape
18,0.22911201417446136,0.001,0.5419816374778748,5299.974609375,0.0719490647315979,0.3416600525379181,7835101.5
19,0.25965315103530884,0.001,0.5941676497459412,8122.81298828125,0.08470916748046875,0.376128226518631,7752223.0
20,0.20381911098957062,0.001,0.501497209072113,7206.74169921875,0.07114196568727493,0.3468286991119385,5650776.0
21,0.2018023282289505,0.001,0.5210963487625122,7254.93505859375,0.054467931389808655,0.3006778061389923,4331653.0
22,0.22757156193256378,0.001,0.5467360615730286,9505.7294921875,0.05957222729921341,0.31059908866882324,5065449.0
23,0.21543093025684357,0.001,0.5226554274559021,4147.0400390625,0.04292462021112442,0.25011685490608215,4267323.5
24,0.20278751850128174,0.001,0.515794038772583,13760.15625,0.04996376112103462,0.25657686591148376,4322842.5
25,0.16257163882255554,0.001,0.45983248949050903,13235.0419921875,0.04586248844861984,0.24322685599327087,4318765.5
26,0.17462730407714844,0.0005,0.47954195737838745,10277.8359375,0.04998001456260681,0.26004499197006226,4281787.0
27,0.1533707231283188,0.0005,0.4371916949748993,2378.69873046875,0.0525246299803257,0.2687304615974426,4561694.5
28,0.15930794179439545,0.0005,0.4480631351470947,5586.25537109375,0.051884379237890244,0.26313313841819763,4882577.5
29,0.14426057040691376,0.0005,0.43500325083732605,13248.55859375,0.06211787834763527,0.2921264171600342,6135308.0
30,0.15524432063102722,0.0005,0.4444452226161957,7714.33642578125,0.06605149805545807,0.3031653165817261,6541920.5
0,0.9388875961303711,0.001,1.3563512563705444,6996.31884765625,0.04800092801451683,0.23356452584266663,1534060.625
1,0.9490199089050293,0.001,1.3775866031646729,9227.947265625,0.12014590203762054,0.4066178798675537,1872218.375
2,0.7961549162864685,0.001,1.2070952653884888,6223.6611328125,0.12501919269561768,0.4126182198524475,1216781.875
3,0.7155502438545227,0.001,1.1287505626678467,5742.64404296875,0.11759404838085175,0.39524543285369873,1685610.875
4,0.5902608633041382,0.001,0.9833760261535645,4960.50341796875,0.11305076628923416,0.37212568521499634,1043774.375
5,0.6299050450325012,0.001,1.0262447595596313,3744.77783203125,0.1152610033750534,0.3718932271003723,679087.5
6,0.5548551082611084,0.001,0.9378077387809753,4218.17236328125,0.0974682867527008,0.33693927526474,436334.8125
7,0.48885834217071533,0.001,0.8679061532020569,3942.190185546875,0.09090493619441986,0.3163908123970032,163970.9375
8,0.4940498471260071,0.001,0.8790550827980042,4395.47314453125,0.06423056125640869,0.2702482342720032,1597132.875
9,0.42174258828163147,0.001,0.7965136170387268,3222.580078125,0.043424688279628754,0.2430248111486435,3940132.0
10,0.4602188169956207,0.001,0.8264976739883423,3428.490478515625,0.03745541721582413,0.23574292659759521,4590806.0
11,0.424029678106308,0.001,0.799513578414917,5418.18359375,0.04306076467037201,0.24131762981414795,3807452.5
12,0.40742993354797363,0.001,0.7739830613136292,3668.689697265625,0.04874485358595848,0.25009864568710327,3343141.0
13,0.3783698081970215,0.001,0.7415140271186829,4307.99072265625,0.05248091369867325,0.2425227165222168,2845267.25
14,0.398948609828949,0.001,0.7546334862709045,3491.293212890625,0.057687945663928986,0.2514249086380005,1355323.375
15,0.3430584967136383,0.001,0.6927927732467651,2912.645263671875,0.049061089754104614,0.22861811518669128,2008973.625
16,0.3123125731945038,0.001,0.6626396775245667,2696.340576171875,0.036319151520729065,0.21739760041236877,1800460.25
17,0.30441921949386597,0.001,0.6449624300003052,2619.63623046875,0.038544200360774994,0.22660121321678162,1731659.375
18,0.31328898668289185,0.001,0.6567049026489258,2715.970947265625,0.05888111889362335,0.2735941410064697,2341590.0
19,0.30196765065193176,0.001,0.640214741230011,2118.348876953125,0.061377398669719696,0.26861321926116943,3861709.75
20,0.3057926595211029,0.001,0.6434412598609924,3053.96484375,0.060333266854286194,0.2640429139137268,3363077.5
21,0.2573463022708893,0.001,0.5897815227508545,2583.891357421875,0.06352771818637848,0.26930856704711914,2879771.25
22,0.2647538483142853,0.001,0.5826650261878967,2575.427001953125,0.05541530251502991,0.25302016735076904,2120282.25
23,0.25269660353660583,0.001,0.5674425363540649,2973.21630859375,0.06579568982124329,0.26944804191589355,2141862.5
24,0.23701220750808716,0.001,0.5636616945266724,2545.035400390625,0.0701657086610794,0.29269570112228394,4290145.5
25,0.21566686034202576,0.001,0.5379440188407898,3055.5126953125,0.07544352114200592,0.2817201316356659,1594178.75
26,0.22755393385887146,0.001,0.5461908578872681,2848.970947265625,0.07888425886631012,0.27968406677246094,744989.6875
27,0.17959725856781006,0.0005,0.48494476079940796,2355.998046875,0.08001087605953217,0.28807881474494934,371137.46875
28,0.1680571734905243,0.0005,0.4608721137046814,2346.2783203125,0.07740376889705658,0.28924787044525146,249160.828125
29,0.18249137699604034,0.0005,0.4894729554653168,2212.999755859375,0.06894968450069427,0.27269625663757324,247950.53125
30,0.19566825032234192,0.0005,0.4872894287109375,2029.3492431640625,0.0628184974193573,0.2577083706855774,500376.28125
31,0.15878672897815704,0.0005,0.44806110858917236,2624.41650390625,0.06103130429983139,0.25893765687942505,522833.34375
